#
#   VizieR Astronomical Server cdsarc.cds.unistra.fr
#    Date: 2025-04-28T21:48:34 [V7.5]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	service_protocol=ASU	  IVOID of the protocol through which the data was retrieved
#INFO	request_date=2025-04-28T21:48:34	  Query execution date
#INFO	request=https://cdsarc.cds.unistra.fr/viz-bin/asu-tsv?-oc.form=dec&-out.max=9999&-out.add=_r&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-source=V/137D/XHIP,V/137D/refs,V/137D/groups&-order=I&-out=HIP&-out=RAJ2000&-out=DEJ2000&-out=Dist&Dist=&gt;= 0&-out=X&-out=Y&-out=Z&-out=SpType&Simbad=Simbad&-out=Lum&-out=Name&-out=GrpName&-out=AltName&	  Full request URL (POST)
#INFO	contact=cds-question@unistra.fr	  Email or URL to contact publisher
#INFO	server_software=7.5	  Software version
#INFO	publisher=CDS	  Data centre that produced the VOTable
#INFO	CatalogsExamined=3	
#  3 catalogues with potential matches were examined.
#

#RESOURCE=yCat_5137
#Name: V/137D
#Title: Extended Hipparcos Compilation (XHIP) (Anderson+, 2012)
#INFO	ivoid=ivo://cds.vizier/v/137d	    IVOID of underlying data collection
#INFO	creator=Anderson E.	    First author or institution
#INFO	cites=bibcode:2012AstL...38..331A	    Article or Data origin sources
#INFO	original_date=2012	    Year of the article publication
#INFO	reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/V/137D	    Dataset landing page
#INFO	publication_date=2017-10-12	    Date of first publication in the data centre
#INFO	rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html	    Licence URI
#Coosys	J2000_1991.250:	eq_FK5 J2000
#Table	V_137D_XHIP:
#Name: V/137D/XHIP
#Title: XHIP catalog: astrometry, spectrography, space motions, exoplanets, photometry, and references
#Column	HIP	(I6)	Hipparcos identifier	[ucd=meta.id;meta.main]
#Column	RAJ2000	(F12.8)	Right ascension (ICRS, Epoch=J1991.25)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F12.8)	Declination (ICRS, Epoch=J1991.25)	[ucd=pos.eq.dec;meta.main]
#Column	Dist	(F7.2)	? Heliocentric distance (7)	[ucd=pos.distance]
#Column	X	(F6.1)	? Heliocentric distance towards Gal. center	[ucd=pos.distance]
#Column	Y	(F7.1)	? Heliocentric distance towards Gal. rotation	[ucd=pos.distance]
#Column	Z	(F6.1)	? Heliocentric distance towards N. Gal. Pole	[ucd=pos.distance]
#Column	SpType	(a26)	Spectral type (MK, HD, or other)	[ucd=src.spType]
#Column	Lum	(F9.2)	? Stellar luminosity (23)	[ucd=phys.luminosity]
#Column	Name	(a48)	Star name(s)	[ucd=meta.id]
#Column	GrpName	(a106)	Cluster or Association name(s)	[ucd=meta.id.parent]
HIP	RAJ2000	DEJ2000	Dist	X	Y	Z	SpType	Lum	Name	GrpName
  1461	004.56125687	+72.94678994	 176.90	 -88.3	  150.1	  31.4	A6III                     	    24.54	                                                	
  1462	004.56913644	-75.66328425	 247.80	 108.5	 -151.3	-163.5	F7IV                      	    23.71	                                                	
  1463	004.56912051	+10.20286098	  16.31	  -3.4	    9.5	 -12.8	M1V                       	     0.03	Gliese 16                                       	
  1464	004.57061257	-21.13845557	 177.53	  10.4	   27.9	-175.0	B9/9.5 IV                 	    67.32	                                                	
  1465	004.57193830	+11.20628309	 153.04	 -33.1	   90.8	-118.7	K0III                     	   109.45	HR 69                                           	
  1467	004.57634568	-34.17327564	 129.72	  21.9	   -5.4	-127.7	F5 V                      	     5.14	                                                	
  1468	004.57680186	+19.40442387	  73.35	 -20.4	   49.8	 -49.8	G0                        	     1.27	                                                	
  1469	004.57672792	-36.50989427	 212.83	  40.0	  -16.4	-208.4	K2 III                    	   166.29	                                                	
  1470	004.57707854	-02.01479925	 201.76	 -21.7	   86.9	-180.8	K2 III                    	    92.06	                                                	
  1472	004.58118714	-63.66678413	 180.10	  68.2	  -84.1	-144.0	G8/K0IV/V                 	     7.70	                                                	
  1473	004.58210536	+36.78532727	  41.32	 -16.1	   33.6	 -17.9	A2V                       	    24.00	25 Sigma Andromedae                             	
  1475	004.58559072	+44.02195596	   3.59	  -1.5	    3.0	  -1.1	M2V                       	     0.02	Gliese 15 A                                     	
  1477	004.58641250	+30.39606452	 159.69	 -56.2	  123.3	 -84.5	K3III                     	    55.18	                                                	
  1478	004.58983514	+49.50977805	 114.09	 -51.2	   98.7	 -25.7	F8                        	     8.52	                                                	
  1480	004.60405275	+22.88026396	 143.60	 -43.5	  102.1	 -91.1	F5                        	    11.73	                                                	
  1481	004.60835676	-63.47735077	  41.52	  15.7	  -19.3	 -33.3	F8V                       	     1.57	                                                	Tucana / Horologium
  1482	004.61365852	+21.47766592	 119.79	 -35.2	   83.7	 -78.2	F2                        	     3.57	                                                	
  1484	004.61486551	+76.27654310	 205.17	-102.5	  171.1	  48.0	B9Vn                      	    68.65	                                                	
  1486	004.61992890	+62.20280469	 327.49	-159.3	  286.1	  -2.4	K7   I                    	   454.99	                                                	
  1487	004.62305277	-46.53212652	  63.95	  17.0	  -14.6	 -59.9	F6V                       	     3.80	                                                	
  1488	004.62751676	+26.14035650	 152.20	 -49.5	  112.5	 -89.8	A6V                       	    23.86	                                                	
  1493	004.65924055	+31.51723400	 166.17	 -59.8	  129.5	 -85.2	A1III                     	   128.08	HR 71                                           	
  1494	004.66048978	-31.70129031	 164.90	  24.3	   -0.7	-163.1	F2 IV/V                   	     3.10	                                                	
  1495	004.66514415	+22.87965112	 122.18	 -37.1	   86.8	 -77.5	G8IV                      	    22.76	                                                	
  1496	004.66966631	+44.63002261	 111.44	 -47.9	   94.7	 -34.2	A2                        	    15.92	                                                	
  1499	004.67342350	-08.05265108	  23.24	  -1.3	    8.1	 -21.8	G3V                       	     1.31	Gliese 16.1                                     	
  1500	004.67487481	-29.95688962	  63.40	   8.4	    1.4	 -62.8	G0 V                      	     1.64	                                                	
  1501	004.67562505	+43.79114795	 201.40	 -85.7	  170.4	 -64.5	B8V                       	   197.39	26 Andromedae                                   	
  1502	004.67717477	-43.23557045	 112.08	  26.9	  -20.1	-106.9	K2III                     	    56.16	HR 73                                           	
  1507	004.69103242	-39.67729932	 165.74	  35.1	  -20.9	-160.6	F3/5V                     	     4.61	                                                	
  1508	004.69221363	-68.56919918	 206.86	  83.6	 -109.4	-154.4	K0III                     	    15.74	                                                	
  1509	004.69806269	-10.94934508	 153.09	  -4.9	   46.8	-145.7	F7 V                      	    11.27	                                                	
  1510	004.69999089	+68.50010073	 208.03	-103.3	  179.4	  21.1	K0                        	    28.20	                                                	
  1514	004.72703317	-33.32433638	 131.91	  21.1	   -3.9	-130.1	A8 III                    	     4.36	                                                	
  1517	004.73162322	-11.58912143	 150.46	  -4.1	   44.6	-143.6	F3 V                      	     6.02	                                                	
  1518	004.73184772	-59.13173281	 104.25	  36.5	  -42.5	 -87.9	G5V                       	     1.70	                                                	
  1521	004.73684263	+63.28825342	 177.08	 -86.6	  154.4	   2.0	F0                        	    21.77	                                                	
  1524	004.74420370	+50.69401328	 122.43	 -55.7	  106.1	 -25.1	A5                        	     9.19	                                                	
  1527	004.75252196	-24.44285863	 120.48	  10.2	   12.7	-119.4	F3 V                      	     2.75	                                                	
  1531	004.77211943	-77.98897694	 220.35	  98.4	 -140.1	-138.7	F0III                     	    30.69	                                                	
  1532	004.77326590	-09.96412003	  21.05	  -0.9	    6.7	 -19.9	M0V                       	     0.08	Gliese 1008                                     	
  1534	004.77862056	+17.57236901	 130.11	 -34.8	   85.8	 -91.4	G0                        	     3.36	                                                	
  1536	004.78114132	-67.57844600	  85.55	  34.1	  -44.2	 -64.8	G3V                       	     0.99	                                                	
  1538	004.79973761	+16.31487089	 193.12	 -49.9	  124.9	-138.6	A5                        	    11.91	                                                	
  1539	004.80171477	-03.05308537	  30.77	  -3.1	   12.8	 -27.8	K5V                       	     0.08	                                                	
  1541	004.80326784	+13.57727461	  64.70	 -15.4	   40.0	 -48.5	F8                        	     2.10	                                                	
  1543	004.80926865	+59.70496959	 154.77	 -74.6	  135.3	  -7.9	F0                        	    14.76	                                                	
  1544	004.81314521	-33.90895107	 180.19	  29.5	   -7.0	-177.6	F5 V                      	     8.55	                                                	
  1545	004.81931705	+00.52059320	  87.10	 -11.5	   40.2	 -76.4	F0/2 V                    	     4.44	                                                	
  1546	004.82072804	-19.90828584	  28.35	   1.3	    4.9	 -27.9	M0.5V                     	         	                                                	
  1547	004.82092155	+14.05479809	 156.56	 -37.8	   97.5	-116.5	K0                        	    12.56	                                                	
  1549	004.82558494	+73.12261941	 325.67	-162.9	  275.8	  58.8	K0                        	   161.57	                                                	
  1550	004.82793307	+59.13904408	 155.02	 -74.6	  135.6	  -9.4	B9V                       	    27.26	                                                	
  1552	004.83911604	-40.12056215	  52.32	  11.2	   -7.0	 -50.6	G3V                       	     1.44	                                                	
  1553	004.84173123	+26.45409114	 294.84	 -97.4	  218.2	-172.7	G8III                     	    90.61	                                                	
  1554	004.84320766	+09.04416971	 242.68	 -49.2	  137.5	-193.8	A5                        	    23.58	                                                	
  1557	004.84628142	+67.32351689	 228.94	-113.5	  197.9	  18.5	A0                        	    26.91	                                                	
  1558	004.84708491	+75.23691745	 264.38	-132.3	  221.6	  57.2	K1III                     	    42.04	                                                	
  1559	004.84766156	+19.99907624	 227.97	 -65.3	  155.7	-153.2	K0                        	    70.37	                                                	
  1562	004.85701294	-08.82382954	  84.15	  -4.5	   28.2	 -79.2	K1 II + (K)               	   406.00	8 Iota Ceti (Deneb Kaitos Shemali)              	
  1563	004.85776978	+13.86458539	 146.36	 -35.2	   90.8	-109.2	F5                        	     3.34	                                                	
  1565	004.87024977	-17.67889219	  83.97	   2.0	   17.3	 -82.1	G8 IV                     	     4.82	                                                	
  1567	004.87276560	-54.01151150	  76.43	  24.1	  -25.8	 -67.8	F8V                       	     2.09	                                                	
  1572	004.90202816	-69.10282353	  71.56	  29.0	  -38.3	 -53.0	G1V                       	     1.48	                                                	
  1573	004.90192759	-07.22367559	  43.63	  -2.9	   15.6	 -40.7	F7 IV                     	     2.62	                                                	
  1575	004.92324684	+40.72950697	 174.05	 -72.0	  144.7	 -64.5	K1III                     	   126.99	HR 75                                           	
  1579	004.94477936	+36.96249740	 214.15	 -84.5	  173.9	 -92.1	K0                        	    97.78	                                                	
  1581	004.94855866	-12.35802007	 197.08	  -4.6	   55.9	-188.9	G8 IV                     	    25.01	                                                	
  1582	004.95319271	-60.91218624	  64.28	  23.1	  -27.8	 -53.2	G0IV/V                    	     2.37	                                                	
  1584	004.95817731	+69.88703638	 189.67	 -94.7	  162.6	  23.7	A5                        	     6.82	                                                	
  1587	004.96199789	-02.47897236	 101.36	 -11.1	   42.7	 -91.3	G8 IV                     	    17.90	                                                	
  1589	004.96981761	+13.39331315	 150.77	 -36.0	   92.6	-113.4	F2III/IV                  	     6.31	                                                	
  1591	004.97083902	+42.87999294	 247.82	-105.3	  208.4	 -83.2	F2III                     	    17.53	                                                	
  1595	004.98451424	+16.25089997	 161.37	 -42.1	  104.0	-116.0	G9IV                      	    70.54	40 Piscium                                      	
  1596	004.98796021	+01.58254470	 139.40	 -20.1	   66.1	-121.1	K0 III                    	    20.75	                                                	
  1597	004.99148086	-25.12166700	 121.71	  10.6	   11.4	-120.7	K1 III                    	    21.35	                                                	
  1598	005.00213810	+38.22806834	  24.79	 -10.0	   20.3	 -10.2	G1V                       	     0.93	                                                	
